Content: Content Name,Active,Content Introduction Text,Content Conclusion Text,Shareable Direct Link
Understanding Salesforce Page Layouts,1,"Introduction A Page Layout in Salesforce controls how a record?s detail page looks, organizing fields, buttons, related lists, and sections for users. Page layouts determine what information is visible and editable, allowing you to customize the user experience based on roles or processes. 
 What is a Page Layout? Page layouts give you control over the structure and visibility of data on a record's page. For instance, in Blackthorn Events, you can decide which fields (like ticket type or payment status) should be highlighted for event organizers or admins. 
 Key Features of Page Layouts: Field Organization : Choose which fields appear and where they?re placed. Related Lists : Control which related lists are visible and in what order. Buttons and Actions : Add or remove buttons and quick actions to improve workflows. How to Customize Page Layouts: Salesforce admins can easily modify page layouts by going to Setup , finding the relevant object, and adjusting the page layout settings. You can drag and drop fields, sections, and related lists to fit your desired structure.","Pro Tips Profiles : You can assign different page layouts to different user profiles, ensuring that each role sees only the relevant data. Simplify for Efficiency : Keep layouts clean and avoid overwhelming users with unnecessary fields or sections. ? FAQs Question: Can I have multiple page layouts for one object? Answer: Yes, you can create multiple layouts for different profiles or record types, ensuring users see only the information relevant to them. 
 Question: How do I assign a page layout to a profile? Answer: You can assign layouts via the object?s page layout assignment settings in Salesforce. 
 Conclusion Salesforce Page Layouts help you control the structure and flow of data on record pages, ensuring that users see and interact with the information most relevant to them. Customizing layouts allows for a more efficient, streamlined user experience across different roles and departments.",https://community.blackthorn.io/s/continued-learning?content=aA5VX0000015273
Blackthorn Messaging Onboarding Process,1,"&#127919; Internal Guide for Blackthorn Messaging Onboarding Managers &#128203; OBM Responsibilities for Blackthorn Messaging Onboardings 1. &#128269; Confirm and Update Org ID in the COM Record When the customer signs the contract and the Opportunity is Closed/Won- they will have a COM created, and the Messaging Installation and Configuration Learning Assignment will be assigned to the Technical Contact on the COM record. The customer will provide their Salesforce Production Org ID via Chatter as a part of that Learning Assignment. Add the Org ID to the COM record : ?? Production Licenses will be linked to the Production (Main) Account. &#129513; Sandbox Licenses will create a child Sandbox account related to the Main account. If they're using a Sandbox, be sure to check the ""Starting in Sandbox"" checkbox on the COM to make the Sandbox OrgID field visible in the ""System Information"" section. 
 2. ?? Activating the Customer?s Messaging Account (A Messaging Account is different than the Blackthorn Account, this is essentially the connection to Twillio) 
 For Production ( Customer will activate the Account ) : The customer clicks Create New Messaging Account and is provided with the API Key and Account Number . Once the customer provides these to their Onboarding Manager, we can connect the Messaging Account to their Salesforce Account. With the API Key and Account number in hand, you can proceed. Go to the Customer Onboarding Management record for the customer. Copy the Stripe Customer ID from the ""System Information section for later use. Navigate to the Account and then the Messaging Tab. Paste the API Key and Account Number into the Messaging tab on the Customer's Account Page. Input the correct number of Monthly Messages and Messages Per Month based on the contract. Make sure "" Allow Plan Upgrade "" is unchecked. If this box is checked, the customer's Messaging Admin page will have an incomplete step to ""Upgrade Account,"" and you will be asked about it. Update the "" Available Phone Numbers "" the customer has purchased. This field shows how many AVAILABLE phone numbers the customer has. For instance, if they purchased (5) and have (3) set up, the field will show (2) available phone numbers. Update the Monthly Messages and Messages Per Month fields. The Monthly Messages field will show the Messages remaining between right now and the next billing cycle. The Messages per Month field works as a Messages per Payment Interval field, adjusting the total message allocation based on the customer's billing cycle. We need to confirm that we're using the correct billing cycle information here- we can find this information in a few places Original Opportunity Contract : The ""Billing Frequency"" column will provide details about the billing intervals. Active Product Subscriptions : The billing frequency is reflected in the ""Price"" field. Paste the Stripe Account ID and click Activate . Once the Customer has completed their A2P verification, you can update their ""Plan Name,"" which will take them off of Demo Mode Update the ""Plan Name"" to Custom . 
 For Sandbox (OBM will activate the Account) : Search for the customer?s Org ID in the License Management Object (LMO). If the Sandbox Org ID is related to the COM record, skip the account creation steps. Otherwise, create a new Account and add ?: Sandbox (Sandbox ORGID)? to the account name. Change the Sandbox license from Trial to Active and set the number of seats to make sure the License does not expire. Navigate to the Account Record for the Sandbox Account, then to the ""Messaging"" tab. Enter the Org ID, Primary Email Address, and Org Type (Sandbox) Click ""Create Account."" Keep the Plan set to Trial and leave the Stripe Account blank to keep the customer in Demo Mode. Send the customer their API Key and Account Number after completing the setup. 3. &#128100; The customer will assign the Licenses and Permission Sets During installation, confirm that licenses and permission sets are correctly assigned. 4. &#128221; Customer Guide Through A2P Verification Once the customer has set up their account, they should be able to guide themselves through the A2P Verification process. Key Point : Ensure the customer?s privacy policy and opt-in proof meet Twilio's requirements to avoid delays. Once the customer submits their A2P information, the Onboarding team should see an email regarding their Information updating. We will receive another email when the Brand is registered (Usually happens same day) We will receive another email if the Campaign fails for any reason. We need to determine WHY it failed, help the customer understand and resolve the issue, and resubmit. Resubmission will need to be done through the Twilio portal. Once you're logged in, you'll find the Sub Account; click Messaging>Regulatory Compliance>Campaigns. You'll see your Campaign here. You should be able to click on it to see what went wrong. We will receive a final email when the Campaign is successfully registered, and then the customer can proceed to adding Local phone numbers. 
 5. &#128295; Testing and Account Setup in Sandbox / Production Sandbox : Work with the customer to test the app using demo phone numbers if they need it. Production : Ensure the customer completes A2P Verification before adding local phone numbers. 6. &#128222; Final Setup ? Adding Local Phone Numbers After Twilio approves A2P, the customer can add local numbers to their account using Assigned Learning as a guide. They will also configure settings for these phone numbers, including Call Forwarding , After-Hour Response , and Ownership Routing .",,
Fathom,0,,,
Twilio,0,,,
Spreedly,0,"Spreedly is a payment gateway that some of our customers use. 
 Once you've gotten set up with a login, you can get logged in at https://spreedly.com/ 
 Typically, in Spreedly, we'll be setting up or interacting with customer's Payment gateway Spreedly keys; they will need a new key for any environment they have and cannot re-use them. 
 1. Log in to  Spreedly.com . 2. Click ""+New Environment"" button 3. Enter the customer name and click ""Create Environment"" 4. Share the key with the customer- always ask if they have a preferred ""Secure"" way to transmit it to them. 
 PRO TIP Blackthorn had two Spreedly org lists; Blackthorn.io, and Blackthorn.io Sandbox. Make sure you're making any TEST keys in the Sandbox list, and any Live keys in the Blackthorn.io list.",,
What is a Salesforce Report,1,"Introduction In Salesforce, a Report is a way to view and analyze the stored data from Objects and Fields in an organized format. You can think of it as a customized spreadsheet that pulls in only the data you need to see. 
 How does a Report work? A Salesforce Report has a few key items to understand: 
 Report Type: This is the data source of the specific report you are using. For example an ""Attendees with Session Attendees"" Report Type would show only Attendees that also have registered for a session and thus have a Session Attendee Record. Filters: These allow you to narrow down the records in your report based on custom criteria for example if you need to see how many events were completed in the last year. Fields and Columns: This is how you choose which Fields display in your report and how they are grouped. Dashboards: You can add all your most used reports to a Dashboard for convenient viewing of visual data in one place.","Pro Tips Customization : You can customize any report and save a new version as needed. Subscribe: Reports allow for subscribing, this means you can receive updated reports emailed to you at an interval you choose 
 FAQs Question: How do I access reports in Salesforce? Answer: Navigate to the ""Reports"" tab or search for it in the App Launcher. Some reports may be in a folder you will need to click into the folder to view all reports within. 
 
 
 Conclusion Salesforce reports give you a way to quickly gather, filter, and display data so you can make informed business decisions. They?re flexible and can be customized to answer questions specific to your organization?s goals.",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX00000198k9
What is a Lookup Relationship in Salesforce,1,"Introduction In Salesforce, a Lookup Relationship is a way to loosely link to objects together so they can share data. In other words you are saying ""These two records are related but don't depend on each other to exist"". 
 How does a Lookup Relationship work? A Lookup Relationship has a few key items to understand: 
 Relationship: With a Lookup, the relationship doesn't have a strict dependency. For example if you relate a Contact to an Account the Contact can still exist independently of the Account being changed or deleted. Navigation: These allow you to easily navigate between related records. You can click on a Contact's related Account and you'll be navigated directly to the Account record. Shared Fields: The Lookup relationship allows you to share fields between the objects. This is especially helpful in reporting and when setting up Blackthorn Email Templates.","FAQs Question: What if I delete a record with a value in a Lookup field? Answer: This would be allowed but keep in mind the child records (records looking up to this one) would be ""orphaned"" so if you deleted an Attendee in Blackthorn, their invoice would still exist for example. 
 
 
 Conclusion In summary, lookup relationships provide a flexible way to connect records between objects without making them strictly dependent, allowing Salesforce users to build connections across data without needing rigid dependencies.",
Salesforce Security Basics,1,"Introduction Security basics include controlling data access to ensure your users can view, edit and interact with what they need while less relevant or protected data is hidden. This is controlled by a few key concepts: 
 Profiles Baseline Access : Every user in Salesforce has a profile. This defines their baseline permissions like what objects they can access, what actions they can preform (Create, Read, Edit, Delete) as well as access to specific fields Page Layout and Apps : Profiles also control which page layout and app your users can see. this helps streamline your interface for your role. Permission Sets Extending Access: Permission sets allow you to grant additional permissions to users without changing their profile. For example, if you need temporary access to an object for a special project you're working on or new object that is created a permission set can be used to grant this without creating a new profile. Flexibility: Unlike profiles, multiple permission sets can be assigned to one user. This allows for flexibility for managing permissions across teams. They can also have an expiration date when assigned to help with permission management. 
 Together Profiles and Permission Sets are the foundation for what your user can do within Salesforce. Your visibility of, ability to edit and delete any object or field value are controlled by these. 
 How does Record Sharing work? Record sharing is another layer of security in a Salesforce org. When we say record sharing we mean your access to a particular piece of data. For example your profile may give you access to view and edit an Account but depending on record sharing you may not be able to view or edit certain accounts that are owned by another team in your organization. Record sharing using roles in a hierarchy for access to specific records. 
 Role Hierarchy: The role hierarchy determines data visibility on a record level based on users roles within the organization. Users higher in the role hierarchy (such as managers) can see records owned by users lower in the hierarchy. Sharing Settings: The role hierarchy works together with org-wide sharing settings to define who can see what records. The Blackthorn objects for example are set to Public Read/Write meaning all users can view/edit any records of these objects by default.","FAQs Question: Why can't I delete a Blackthorn record if it is set to Public read/write? Answer: The ability to delete records is not granted by the Public read/write. This is controlled by the user's permissions as well as the role hierarchy. Note many Blackthorn records will be created/owned by the authorizing user of the events app. 
 
 
 Conclusion In summary, Salesforce security includes combining profiles and permission sets for object level and field-level access with the role hierarchy for record level sharing. This is fairly complex but lets your Salesforce Admin create a flexible security model that meets your organization and individual needs.",
Custom Approval Process for Blackthorn Events,1,"** Please note : This custom use case is a proof of concept and is not included as part of our standard Managed packages. While we encourage you to explore the full potential of our apps, building out this specific use case would be your responsibility and will require custom development on your end.** 
 Approval Processes for Blackthorn Events In this use case, we?ll walk through how to set up approval processes in Salesforce to manage approvals before events are published or attendee invites are sent. Within Blackthorn Events, approval processes help ensure that event details and invite information are reviewed by key stakeholders, like event managers, before going live. 
 Overview of Use Cases : Event Approval : Before an event can be published, the event manager reviews details like the description, image, and session information to ensure consistency and professionalism. Attendee Invite Approval : Before an invite is sent to an attendee, contact information must be verified for accuracy. Process Overview : Approval processes use Salesforce?s built-in functionality, where you can specify who needs to approve each step. For each use case, an email and chatter notification is sent to the designated approver when a record is submitted for approval. Record-triggered flows automatically initiate these approval processes, locking the record until the approver?s review. How to Set Up Approval Processes (Documented Setup and Videos are below in ""Additional Resources"") Create Approval Processes : Navigate to Setup > Approval Processes and choose either the Event or Attendee object. Select criteria, like ensuring fields such as Event Description and Image URL are completed for event approvals, or verifying the Registration Status for attendee invites. Define approvers (e.g., the event manager), and set up email notifications to alert them when records are submitted for approval. Configure Record-Triggered Flows : Set up record-triggered flows to submit the records automatically for approval when specific criteria are met. Use flows to lock the records, trigger notifications, and unlock them based on approval actions.","Additional Resources How to Configure Approval Processes for Blackthorn Events Video Using Approval Processes with Blackthorn Events Video "" How To Set Up Approval Processes"" Documentation",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX0000019W89
Adding SMS Messaging to Custom Objects,1,"How do I add SMS Messaging to Custom Objects? 
 What Is Adding SMS Messaging to Custom Objects? With Blackthorn Messaging, you can extend SMS communication capabilities to any custom object in Salesforce. This feature allows you to send and track SMS messages from records in your custom objects, such as leads, service cases, or any business-specific data you?re managing. By integrating SMS messaging into your custom objects, you can streamline communications, enhance engagement, and keep all messaging records centralized within Salesforce. Benefits of Adding SMS Messaging to Custom Objects Enhanced Communication : Engage customers, leads, and contacts directly through SMS from any custom object, improving response times and enhancing the overall user experience. Centralized Record Management : Keep track of SMS history directly within the related record, allowing for a complete view of all customer interactions. Compliance Controls : Easily manage opt-outs and messaging preferences through fields like  Do Not SMS , ensuring communication remains compliant with regulations. Customizable Integration : Tailor the SMS experience by linking SMS records to specific custom objects, creating targeted messaging flows that align with your business processes. Steps to Add SMS Messaging to Custom Objects Create a Lookup Relationship Link the  SMS Message Object  to your custom object by creating a lookup field, enabling the association of SMS messages with your custom records. Example : If you?re adding SMS messaging to a custom  Attendee  object, create a lookup relationship on the  SMS Message Object  to tie it to individual attendee records. Add a 'Do Not SMS' Field Create a checkbox field on your custom object to help manage consent and preferences for SMS communications. This ensures that you comply with customer communication preferences and opt-out requirements. Create a Phone Field Add a  Phone  field to your custom object to specify which number SMS messages should be sent to. Example : Label it as ""SMS Phone"" to distinguish it from other phone fields. Update Page Layouts and Related Lists Make sure the  Do Not SMS  and  SMS Phone  fields are visible on the page layout of your custom object. Add a related list for  SMS Messages  to display all SMS interactions associated with each record. Add the Blackthorn Messaging Component to Lightning Pages Integrate the  Blackthorn Messaging Messenger  component into the Lightning page for your custom object, enabling users to send and receive messages seamlessly from the record page. Configure Permissions Assign appropriate permission sets, like  Blackthorn Messaging Standard User , to ensure that users can access and interact with SMS features. Verify that users have necessary access to the  SMS Message Object  and related fields. Example Use Cases Event Follow-Up : Imagine you have a custom object for  Event Attendees . By adding SMS messaging, you can send event reminders, updates, or follow-ups directly from the attendee record. Customer Support Cases : Add SMS messaging to a custom  Support Case  object to send quick updates to customers, ensuring prompt and clear communication.","FAQs Question:  Why do I have to add the  Attendees  object if it?s already a Blackthorn object? Answer:  Not all customers use the Blackthorn Events app, so the  Attendees  object is not included as a standard connection for messaging. This ensures flexibility, as not every customer has the  Attendees  object in their Salesforce org. By allowing you to add it manually, we ensure messaging can be tailored to fit your unique needs. 
 Question:  How do I ensure that contacts do not receive unwanted SMS messages? Answer:  Use the  Do Not SMS  field to control messaging preferences and prevent messages from being sent to specific records. Additional Resources Blackthorn Documentation on Custom Object Configuration",https://community.blackthorn.io/s/continued-learning?content=aA5VX000001A6DF
CSS Help Request,1,"Handling Customer Event Page Updates with CSS Injection When customers need updates or changes on the event page, our Apps support CSS injection to modify the page. Here's how we handle such requests: Onboarding Team Support Our Onboarding team has a strong skillset in many areas that we've picked up along the way, including CSS and page customization options. However, our team may not always be able to develop an acceptable CSS solution. If we encounter challenges, internal resources are available to assist with developing custom CSS solutions for our customers. Creating a CSS Request in Jira Go to Jira (let your director know if you do not have a Blackthorn login yet) Click the Blue ""Create"" button at the top of the page. 
 Fill in the fields as follows: Project : Events Team Issue Type : Technical Task Summary : Custom CSS Request - {brief description} Description : Provide a detailed explanation, including: Relevant images that illustrate your request (if applicable). URLs for the Event page and any other related pages (e.g., Registration Confirmation page, AttendeeLink page). 
 Acceptance Criteria : Outline what the customer needs for the request to be considered a success. Explicitly highlight any additional wins or specific functionality and appearance requests. 
 Labels : Webapp App : Events Company Name : Account name Affected Orgs : Org ID for the relevant org Assignee : Carlos Mendoza Click ""Create."" Note on Response Time Carlos Mendoza, our internal CSS expert, will be notified immediately. He typically responds on the same day, but it may take up to 24 hours. Set expectations with the customer accordingly, noting a potential buffer of a couple of days for Carlos's response. Testing and Feedback Once Carlos responds: Test the CSS changes as soon as possible to ensure functionality. Provide any feedback or request additional updates before delivering the solution to the customer.",,https://blackthornio.lightning.force.com/lightning/n/EduGuide__Learning_Center1#?content=aA5VX000001Am2n
"Removing the ""Welcome"" Banner from AttendeeLink Event Invite Page (Custom CSS)",1,"What are we targeting? Depending on your use case, you may want to remove the ""Welcome Banner"" that shows up when Attendees click on the AttendeeLink from your invitation email on your Dynamic UI events. Here is the banner we are referring to: 
 
 CSS You can use custom CSS to remove the banner. Below is the CSS you will want to use to accomplish this: 
 
 .welcome.sticky {
 display: none !important;
}
 
 
 After applying the CSS code it should look like this as the CSS is configured to simply remove the banner all altogether:",,https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000001AqrB
Blackthorn Messaging: How to Transfer a Phone Number to use with Blackthorn,1,"&#127919; Internal Guide for Blackthorn Messaging Onboarding Managers &#128203; This Guide will cover how you can help port a customer's number in Twilio so they can use it for Blackthorn Messaging. 
 Note: Porting a phone number is different than SMS hosting. Porting is transferring ownership of a number, this allows a customer to continue using the same number from a past messaging solution with us and it is then hosted in Twilio for voice and SMS. SMS hosting is typically done to allow using an existing landline or business number to text from for A2P purposes, this leaves the voice functionality with the original platform. 
 1. &#128269; Confirm the customer's information related to the number(s) they want to transfer to Twilio When transferring a number into Twilio, you'll need to open a support case with Twilio to facilitate this. Here is what you need to provide them: 
 Account SID: This is the account SID for the account or subaccount receiving the phone number. This can be easily found when logging into Twilio and navigating to the customer's subaccount. Approval from the losing account: When I did this I included the customer in the email with Twilio support once approval was needed and their expressed consent in an email was enough to move forward. Desired Date & Time: This can be ASAP or at a set time and date. 
 
 2. Transfer Complete Once the Twilio support team lets you know the transfer has been completed you'll notice the numbers now display in the Subaccount in Twilio in the active numbers section! Note: If the numbers are Toll Free numbers, you'll need to redo the ""Toll Free verification"" once they are ported into the new account. This is similar to A2P and takes about 3-5 business days. .3 Add Numbers to Messaging Tab In the LMO you now have to add the numbers to the Messaging tab for them to display in the customer's org for use. Click the Plus sign to add the ported number, you need to enter it in the exact format shown in the examples above with the +1 or else you'll receive an error. You'll also need the SID when entering the number so make sure you're logged into Twilio to get that info from the customer's subaccount.",Additional Resources: https://www.twilio.com/docs/phone-numbers/hosted-numbers#what-are-the-steps-from-start-to-finish-to-host-a-number-for-sms-in-nanp,https://blackthornio.lightning.force.com/lightning/n/EduGuide__Learning_Center1#?content=aA5VX000001AsrN
Updating Picklist Values,1,"How do I Update Picklist Values in my Blackthorn Managed Package? 
 Often when interacting with and customizing Blackthorn for your use cases, there may be picklist fields that have values that you don't need, and more importantly, values that you don't have that you DO need! We've got good news for you, there's a simple way to update the picklists in your Org to make sure that you have exactly what you need and nothing more! 
 Step 1: Navigate to the ""Object Manager"" You will need to be a Salesforce Admin, or have the required permissions to do this, so if you don't just let your Salesforce Admin know what you need, and send them this information. 
 Step 2: Find the Object and field that you want to update The fastest way is usually to use the ""Quick find"" search bar! 
 Step 3: Click ""Edit"" and scroll down! You'll see the section that will list all of the values, and that's where you can add or update picklist values!",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000001H8F7
Setting Up Marketing Cloud Growth with Blackthorn Events,1,"** Please note : This custom use case is a proof of concept and is not included as part of our standard Managed packages. While we encourage you to explore the full potential of our apps, building out this specific use case would be your responsibility and will require custom development on your end.** 
 Setting Up Marketing Cloud Growth with Blackthorn Events In this use case, we?ll explore how to integrate Marketing Cloud Growth with Blackthorn Events to streamline email communications and event management. By enabling this integration, you can sync your attendees with Salesforce Campaigns , ensuring that Marketing Cloud Growth triggers event invites, reminders, and other automated communications seamlessly. What You Need to Know Blackthorn Events integrates out of the box with Marketing Cloud Growth and Salesforce Data Cloud . However, to enable this integration, customers must set up Campaign Sync to ensure attendees sync as Campaign Members . This setup allows emails from Marketing Cloud Growth to be sent based on Campaign data. How to Set It Up Set Up Marketing Cloud Growth Follow the Marketing Cloud Setup Implementation Guide provided by Salesforce to enable Marketing Cloud Growth. This ensures that Campaigns and Data Cloud are configured correctly. Marketing Cloud Setup Implementation Guide Enable Blackthorn Campaign Sync Blackthorn?s Campaign Sync feature ensures that attendees from Blackthorn Events sync as Campaign Members in Salesforce Campaigns. Follow the steps in the Campaign Sync Documentation : Campaign to Event Sync Documentation Once enabled, attendee data will flow into Campaigns automatically. Trigger Emails Using Marketing Cloud Growth Use the synced Campaign Members from Blackthorn Events as your audience in Marketing Cloud Growth. Set up automated journeys or emails to send event invites, reminders, or follow-ups based on Campaign Member status (e.g., Registered , Checked In , or No Show ). Key Benefits Schedule Event Communications : Send event invites, reminders, and post-event emails using Marketing Cloud Growth. Seamless Integration : Attendees from Blackthorn Events sync directly into Salesforce Campaigns, creating a single source of truth for both events and marketing activities. Enhanced Data Management : Use Salesforce Data Cloud to enhance your attendee and campaign data for better audience segmentation. Watch the Demo For a detailed walkthrough, check out this demo showcasing how Marketing Cloud Growth works with Blackthorn Events to trigger event invitations and communications:","FAQs Question: Do I need to do anything special to sync attendees with Marketing Cloud Growth? Answer: Yes, you need to enable Blackthorn?s Campaign Sync feature to ensure attendees sync as Campaign Members . Once set up, the integration works automatically. Question: Can I use other marketing automation tools with Blackthorn Events? Answer: While this use case focuses on Marketing Cloud Growth , Blackthorn Events can integrate with other Salesforce-based tools for similar functionality. Additional Resources Marketing Cloud Setup Implementation Guide Blackthorn Campaign to Event Sync Documentation Quick Setup Guide (Including MC Growth Setup) Building a Message Series Flow in Marketing Cloud Growth Edition",https://community.blackthorn.io/s/continued-learning?tabset-ad48c=1&content=aA5VX000001IJDJ
Offline Mode for Mobile & Tap to Pay Documentation,1,"Additional Mobile Payments Features 
 Tap to Pay 
 Mobile Payments app users now have the option to use the Tap to Pay feature to accept contactless payments via the Stripe Terminal SDK. 
 Click here to check out our in-depth documentation on the Tap to Pay feature ! 
 Offline for Mobile With the Mobile Payments app's new Offline for Mobile feature, users can now collect payments with intermittent, limited, or no internet connectivity. 
 For example, if a user is out in the field and has an intermittent internet connection, they can collect a payment, and the Blackthorn will handle the rest behind the scenes. 
 Click here to check out our In-depth documentation on the Offline for Mobile feature!",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000001N0YD
What to Expect from your Blackthorn Onboarding,0,"Welcome to Blackthorn! &#127881; You?ve just taken an exciting step toward simplifying your event management, payments, and messaging processes with Blackthorn, and we?re thrilled to guide you through this journey! Our  Onboarding experience  is designed to give you a  solid understanding  of how Blackthorn works, how it fits into your Salesforce environment, and how to navigate its core functionality confidently. 
 &#128640; The Goal of Onboarding The purpose of Onboarding is to ensure that you and your team: ? Understand  how Blackthorn works  within Salesforce ? Feel  comfortable using the system  for your core needs ? Know  where to go for help and continued learning This journey will introduce you to Blackthorn?s  structure, navigation, and core functionality , ensuring that you?re equipped to use it effectively by the end of onboarding. &#128680;  What about customizations? Once you?ve completed Onboarding and have a strong foundation, you?ll be able to  leverage Enablement ?our next-level support designed to help you customize Blackthorn for your unique use cases, integrations, and advanced workflows. How Long Does Onboarding Take? Onboarding ideally takes  about four weeks , though the pace may vary based on your team?s availability and goals. Here?s the high-level timeline: ?  Week 1:  Pre-Onboarding & Technical Setup ?  Week 2-3:  Guided Learning & Onboarding Syncs ?  Week 4:  Confidence Check & Transition The goal is not just to complete onboarding but to ensure you feel  confident  using Blackthorn?s standard functionality before moving to Enablement for any custom needs. How Does Onboarding Work? Your journey is structured around  key milestones  to ensure clarity and progress. 
 &#127937;  Step 1: Early Onboarding (Laying the Foundation & Getting Ready to Learn) As soon as your contract is signed, your onboarding journey officially begins!  Before your Kickoff Call, here?s what happens: ??  Access to Learning Materials  ? You?ll receive your first set of learning resources to start familiarizing yourself with  Blackthorn?s structure, navigation, and core concepts . ??  Complete the Pre-Onboarding Survey  ? This helps us understand your setup, goals, and requirements. ??  Provide Event Template Information  ? If you need help creating event templates, you?ll share your event details so our team can set up  pre-built templates  for you. We'll create up to three of your first events or event templates- holding your hand to ensure they meet your needs! ??  Meet your Onboarding Business Manager (OBM) & Customer Success Manager (CSM)  ? Your guides throughout onboarding. ??  Confirm access & setup requirements  ? Ensure Salesforce access is set up so we can assist with configurations. &#128161;  Important:  The more details you provide upfront, the smoother your onboarding experience will be! &#128640;  Step 2: Kickoff Call (Launching Your Learning Journey) The Kickoff Call is where we  set the stage for your onboarding experience  and get you started with Blackthorn?s structured learning process. During this session, we will: ?? Introduce the  Onboarding Content Journey  ? your structured learning path. ?? Review your  event templates  (if applicable) and confirm they meet your needs. ?? Explain how  onboarding syncs  work and how we?ll track your progress. ?? Assign your  Event learning  and provide guidance on what to complete first. ?? Answer any immediate questions about  your goals and expectations . &#128161;  Think of the Kickoff Call as your launchpad?not a deep dive.  Your real learning will happen through: &#128218;  Your structured content journey  (self-paced learning) &#128260;  Onboarding syncs  - We'll get scheduled for weekly check-ins to make sure you're on track! By the end of the call, you?ll know  exactly what to do next  and how to move forward in your onboarding journey. &#128295;  Step 3: Learning & Onboarding Syncs (Guided Implementation) Once the Kickoff Call is done, your learning truly begins! ??  Follow the Onboarding Content Journey Short, structured learning modules designed to walk you through  how to use Blackthorn effectively . ??  Attend Onboarding Syncs  (Weekly check-ins with your OBM) These syncs provide an opportunity to ask questions, check progress, and ensure you?re on track. ??  Complete key setup tasks  in your own Blackthorn environment. &#128161;  Important Note: Onboarding is about  learning how to use Blackthorn, not about customizations . Anything beyond Blackthorn?s  out-of-the-box functionality  will be handled in Enablement. ?  Step 4: Confidence Check (You?re in Control!) As we near the end of onboarding, we?ll make sure you?re  comfortable and ready  to move forward. ??  You?ll complete a Confidence Check , where you?ll walk us through an event setup or key Blackthorn functionality. ??  Final Q&A and troubleshooting  to ensure everything is running smoothly. ??  Onboarding Sign-Off & Transition to Enablement!  &#127881; At this point, you?ll have a  solid grasp of Blackthorn?s core functionality . Enablement will be your next step if you want to explore  custom configurations, integrations, and advanced use cases . What?s Expected from You? Onboarding is a  partnership ?we?ll guide you, but your engagement is key! &#128101;  A Primary Contact:  Someone from your team who will be the main point of contact for onboarding. An Events Team member - Someone who will be doing Events Setup A Salesforce Administrator - Someone who can interact with page layouts, fields, etc. &#128421;?  Dedicated Time:  Plan  1-2 hours weekly  for syncs, testing, and learning. &#128218;  Follow the Learning Journey:  The more time you spend on the content, the smoother your onboarding will be. &#128172;  Ask Questions!  We?re here to help?no question is too small! What Happens After Onboarding? (The Power of Enablement) Once onboarding is complete, you?ll  transition into Enablement , where you can: &#128313;  Explore Customizations  ? Need something beyond standard Blackthorn functionality? Enablement is where we make that happen. &#128313;  Join Office Hours  ? Get direct help from our experts in ongoing drop-in sessions. &#128313;  Use the Knowledge Base & Video Guides  ? Self-service resources available anytime. &#128313;  Work with Your CSM  ? Your go-to for strategy, best practices, and ongoing success. &#127919;  Enablement is where we take your foundational knowledge and help you adapt Blackthorn to your unique needs. Think of it as your bridge from understanding the product to fully optimizing it for your organization! Let?s Get Started! &#128640; You?re ready to begin your onboarding journey! &#127881; Keep an eye on your inbox for your next steps, and if you have any questions,  reach out to your Onboarding Manager?we?re here to help! We can?t wait to see how Blackthorn helps streamline your operations! 
 
 Your first steps have already started! This Assigned Learning will walk you through some basics about Blackthorn , Salesforce , and the Roles that you may have within the Blackthorn Apps . YOU MAY ALREADY KNOW some or MOST of the content in this first lesson! If you do, that's awesome! You can scroll to the bottom of the content and mark it as 'Done'! If you haven't already done so, please fill out the Pre-Onboarding Survey. Here's the link if you need it! You should also fill out the ""Event Template Survey"" to tell us a little about the Event Templates you want us to create in your organization! Once we've finished setting up your organization, we'll work with you to schedule an Onboarding Kickoff call to discuss the rest of the Onboarding plan.",,https://community.blackthorn.io/s/continued-learning?content=aA5VX000001VC2j
